file_name,genre,tempo,split
blues/blues.00000.wav,blues,125.87,valid
blues/blues.00001.wav,blues,67.77,valid
blues/blues.00002.wav,blues,157.57,valid
blues/blues.00003.wav,blues,62.35,valid
blues/blues.00004.wav,blues,133.24,valid
blues/blues.00005.wav,blues,68.77,valid
blues/blues.00006.wav,blues,73.25,valid
blues/blues.00007.wav,blues,93.32,valid
blues/blues.00008.wav,blues,169.41,valid
blues/blues.00009.wav,blues,81.86,valid
blues/blues.00010.wav,blues,80.14,valid
blues/blues.00011.wav,blues,55.6,valid
blues/blues.00012.wav,blues,93.68,test
blues/blues.00013.wav,blues,107.12,test
blues/blues.00014.wav,blues,84.07,test
blues/blues.00015.wav,blues,98.31,test
blues/blues.00016.wav,blues,100.85,test
blues/blues.00017.wav,blues,169.32,test
blues/blues.00018.wav,blues,82.43,test
blues/blues.00019.wav,blues,123.93,test
blues/blues.00020.wav,blues,137.61,test
blues/blues.00021.wav,blues,100.97,test
blues/blues.00022.wav,blues,98.17,test
blues/blues.00023.wav,blues,96.8,test
blues/blues.00024.wav,blues,103.59,test
blues/blues.00025.wav,blues,95.33,test
blues/blues.00026.wav,blues,81.31,test
blues/blues.00027.wav,blues,93.33,test
blues/blues.00028.wav,blues,103.84,test
blues/blues.00029.wav,blues,126.46,train
blues/blues.00030.wav,blues,110.11,train
blues/blues.00031.wav,blues,116.48,train
blues/blues.00032.wav,blues,126.12,train
blues/blues.00033.wav,blues,154.56,train
blues/blues.00034.wav,blues,93.81,train
blues/blues.00035.wav,blues,129.6,train
blues/blues.00036.wav,blues,113.22,train
blues/blues.00037.wav,blues,75.55,train
blues/blues.00038.wav,blues,85.52,train
blues/blues.00039.wav,blues,116.62,train
blues/blues.00040.wav,blues,172.25,train
blues/blues.00041.wav,blues,127.48,train
blues/blues.00042.wav,blues,59.68,train
blues/blues.00043.wav,blues,129.44,train
blues/blues.00044.wav,blues,202.94,train
blues/blues.00045.wav,blues,263.53,train
blues/blues.00046.wav,blues,121.77,train
blues/blues.00047.wav,blues,151.09,train
blues/blues.00048.wav,blues,121.23,train
blues/blues.00049.wav,blues,61.99,train
blues/blues.00050.wav,blues,136.26,valid
blues/blues.00051.wav,blues,195.64,valid
blues/blues.00052.wav,blues,50.52,valid
blues/blues.00053.wav,blues,100.93,valid
blues/blues.00054.wav,blues,181.55,valid
blues/blues.00055.wav,blues,132.9,valid
blues/blues.00056.wav,blues,53.4,valid
blues/blues.00057.wav,blues,185.43,valid
blues/blues.00058.wav,blues,105.74,valid
blues/blues.00059.wav,blues,108.0,valid
blues/blues.00060.wav,blues,149.52,valid
blues/blues.00061.wav,blues,131.63,test
blues/blues.00062.wav,blues,112.87,test
blues/blues.00063.wav,blues,91.03,test
blues/blues.00064.wav,blues,155.31,test
blues/blues.00065.wav,blues,108.03,test
blues/blues.00066.wav,blues,164.02,test
blues/blues.00067.wav,blues,161.71,test
blues/blues.00068.wav,blues,162.3,test
blues/blues.00069.wav,blues,79.14,test
blues/blues.00070.wav,blues,147.38,test
blues/blues.00071.wav,blues,147.23,test
blues/blues.00072.wav,blues,68.63,test
blues/blues.00073.wav,blues,97.14,train
blues/blues.00074.wav,blues,111.17,train
blues/blues.00075.wav,blues,117.8,train
blues/blues.00076.wav,blues,116.16,train
blues/blues.00077.wav,blues,148.65,train
blues/blues.00078.wav,blues,241.0,train
blues/blues.00079.wav,blues,158.65,train
blues/blues.00080.wav,blues,117.07,train
blues/blues.00081.wav,blues,205.07,train
blues/blues.00082.wav,blues,125.98,train
blues/blues.00083.wav,blues,133.05,train
blues/blues.00084.wav,blues,111.6,train
blues/blues.00085.wav,blues,143.37,train
blues/blues.00086.wav,blues,122.48,train
blues/blues.00087.wav,blues,175.51,train
blues/blues.00088.wav,blues,171.16,train
blues/blues.00089.wav,blues,107.15,train
blues/blues.00090.wav,blues,141.23,train
blues/blues.00091.wav,blues,124.91,train
blues/blues.00092.wav,blues,120.67,train
blues/blues.00093.wav,blues,87.89,train
blues/blues.00094.wav,blues,102.43,train
blues/blues.00095.wav,blues,137.06,train
blues/blues.00096.wav,blues,58.55,train
blues/blues.00097.wav,blues,237.68,train
blues/blues.00098.wav,blues,125.52,test
blues/blues.00099.wav,blues,93.25,test
classical/classical.00000.wav,classical,94.26,valid
classical/classical.00001.wav,classical,113.3,valid
classical/classical.00002.wav,classical,197.84,valid
classical/classical.00003.wav,classical,65.83,valid
classical/classical.00004.wav,classical,161.72,valid
classical/classical.00005.wav,classical,140.21,valid
classical/classical.00006.wav,classical,95.21,valid
classical/classical.00007.wav,classical,106.69,valid
classical/classical.00008.wav,classical,135.72,valid
classical/classical.00009.wav,classical,60.13,valid
classical/classical.00010.wav,classical,103.44,valid
classical/classical.00011.wav,classical,75.67,test
classical/classical.00012.wav,classical,89.4,test
classical/classical.00013.wav,classical,125.9,test
classical/classical.00014.wav,classical,145.25,test
classical/classical.00015.wav,classical,78.38,test
classical/classical.00016.wav,classical,99.4,test
classical/classical.00017.wav,classical,175.06,test
classical/classical.00018.wav,classical,79.2,test
classical/classical.00019.wav,classical,94.84,test
classical/classical.00020.wav,classical,140.44,test
classical/classical.00021.wav,classical,269.96,test
classical/classical.00022.wav,classical,102.29,test
classical/classical.00023.wav,classical,92.66,test
classical/classical.00024.wav,classical,151.56,test
classical/classical.00025.wav,classical,131.99,test
classical/classical.00026.wav,classical,152.3,test
classical/classical.00027.wav,classical,72.31,test
classical/classical.00028.wav,classical,81.48,test
classical/classical.00029.wav,classical,68.88,test
classical/classical.00030.wav,classical,119.58,train
classical/classical.00031.wav,classical,112.62,train
classical/classical.00032.wav,classical,58.41,train
classical/classical.00033.wav,classical,106.31,train
classical/classical.00034.wav,classical,63.25,test
classical/classical.00035.wav,classical,150.88,test
classical/classical.00036.wav,classical,52.2,test
classical/classical.00037.wav,classical,129.4,test
classical/classical.00038.wav,classical,73.55,test
classical/classical.00039.wav,classical,65.67,test
classical/classical.00040.wav,classical,94.72,test
classical/classical.00041.wav,classical,54.87,test
classical/classical.00042.wav,classical,97.36,nan
classical/classical.00043.wav,classical,124.92,train
classical/classical.00044.wav,classical,81.81,train
classical/classical.00045.wav,classical,95.33,train
classical/classical.00046.wav,classical,128.71,train
classical/classical.00047.wav,classical,49.81,train
classical/classical.00048.wav,classical,89.1,train
classical/classical.00049.wav,classical,75.88,test
classical/classical.00050.wav,classical,63.71,train
classical/classical.00051.wav,classical,119.55,train
classical/classical.00052.wav,classical,157.4,train
classical/classical.00053.wav,classical,214.23,train
classical/classical.00054.wav,classical,87.37,train
classical/classical.00055.wav,classical,55.43,train
classical/classical.00056.wav,classical,112.91,train
classical/classical.00057.wav,classical,105.64,train
classical/classical.00058.wav,classical,66.95,train
classical/classical.00059.wav,classical,115.95,train
classical/classical.00060.wav,classical,120.51,train
classical/classical.00061.wav,classical,153.49,train
classical/classical.00062.wav,classical,93.02,train
classical/classical.00063.wav,classical,93.59,train
classical/classical.00064.wav,classical,92.12,train
classical/classical.00065.wav,classical,83.17,train
classical/classical.00066.wav,classical,127.52,train
classical/classical.00067.wav,classical,124.09,train
classical/classical.00068.wav,classical,165.8,valid
classical/classical.00069.wav,classical,68.53,valid
classical/classical.00070.wav,classical,159.76,valid
classical/classical.00071.wav,classical,140.57,valid
classical/classical.00072.wav,classical,117.3,valid
classical/classical.00073.wav,classical,129.0,valid
classical/classical.00074.wav,classical,160.78,valid
classical/classical.00075.wav,classical,110.38,valid
classical/classical.00076.wav,classical,171.9,valid
classical/classical.00077.wav,classical,95.36,test
classical/classical.00078.wav,classical,65.46,test
classical/classical.00079.wav,classical,99.71,test
classical/classical.00080.wav,classical,52.62,train
classical/classical.00081.wav,classical,145.08,train
classical/classical.00082.wav,classical,111.85,train
classical/classical.00083.wav,classical,81.02,train
classical/classical.00084.wav,classical,107.98,train
classical/classical.00085.wav,classical,108.08,train
classical/classical.00086.wav,classical,100.45,train
classical/classical.00087.wav,classical,60.75,train
classical/classical.00088.wav,classical,104.39,train
classical/classical.00089.wav,classical,97.66,train
classical/classical.00090.wav,classical,51.66,train
classical/classical.00091.wav,classical,88.42,train
classical/classical.00092.wav,classical,139.4,train
classical/classical.00093.wav,classical,138.69,train
classical/classical.00094.wav,classical,85.01,train
classical/classical.00095.wav,classical,83.01,train
classical/classical.00096.wav,classical,133.12,train
classical/classical.00097.wav,classical,104.15,train
classical/classical.00098.wav,classical,96.0,train
classical/classical.00099.wav,classical,86.85,train
country/country.00000.wav,country,85.53,valid
country/country.00001.wav,country,128.9,valid
country/country.00002.wav,country,163.9,valid
country/country.00003.wav,country,80.03,valid
country/country.00004.wav,country,117.51,valid
country/country.00005.wav,country,130.33,valid
country/country.00006.wav,country,111.66,valid
country/country.00007.wav,country,50.7,valid
country/country.00008.wav,country,66.3,nan
country/country.00009.wav,country,96.64,valid
country/country.00010.wav,country,79.91,valid
country/country.00011.wav,country,113.68,valid
country/country.00012.wav,country,175.67,valid
country/country.00013.wav,country,127.05,valid
country/country.00014.wav,country,137.48,valid
country/country.00015.wav,country,148.01,valid
country/country.00016.wav,country,213.03,valid
country/country.00017.wav,country,175.45,valid
country/country.00018.wav,country,172.06,valid
country/country.00019.wav,country,85.59,train
country/country.00020.wav,country,103.47,train
country/country.00021.wav,country,108.72,train
country/country.00022.wav,country,61.99,train
country/country.00023.wav,country,82.34,train
country/country.00024.wav,country,128.11,train
country/country.00025.wav,country,71.82,train
country/country.00026.wav,country,107.85,train
country/country.00027.wav,country,93.06,valid
country/country.00028.wav,country,89.28,train
country/country.00029.wav,country,91.1,train
country/country.00030.wav,country,80.02,test
country/country.00031.wav,country,110.57,test
country/country.00032.wav,country,97.87,test
country/country.00033.wav,country,90.83,test
country/country.00034.wav,country,273.39,test
country/country.00035.wav,country,199.34,test
country/country.00036.wav,country,113.31,test
country/country.00037.wav,country,97.8,test
country/country.00038.wav,country,155.5,test
country/country.00039.wav,country,183.63,test
country/country.00040.wav,country,140.14,test
country/country.00041.wav,country,130.82,valid
country/country.00042.wav,country,205.23,valid
country/country.00043.wav,country,138.24,test
country/country.00044.wav,country,79.21,test
country/country.00045.wav,country,78.9,valid
country/country.00046.wav,country,157.29,test
country/country.00047.wav,country,149.81,test
country/country.00048.wav,country,118.27,test
country/country.00049.wav,country,114.13,valid
country/country.00050.wav,country,118.13,test
country/country.00051.wav,country,65.05,test
country/country.00052.wav,country,71.14,nan
country/country.00053.wav,country,180.81,test
country/country.00054.wav,country,75.53,test
country/country.00055.wav,country,131.94,test
country/country.00056.wav,country,81.84,test
country/country.00057.wav,country,68.08,test
country/country.00058.wav,country,113.47,test
country/country.00059.wav,country,68.41,test
country/country.00060.wav,country,70.01,test
country/country.00061.wav,country,60.67,test
country/country.00062.wav,country,176.21,test
country/country.00063.wav,country,86.07,test
country/country.00064.wav,country,66.21,test
country/country.00065.wav,country,119.67,train
country/country.00066.wav,country,220.71,train
country/country.00067.wav,country,64.04,train
country/country.00068.wav,country,83.44,train
country/country.00069.wav,country,113.33,train
country/country.00070.wav,country,221.75,train
country/country.00071.wav,country,72.3,train
country/country.00072.wav,country,149.55,train
country/country.00073.wav,country,151.21,train
country/country.00074.wav,country,67.68,train
country/country.00075.wav,country,96.1,train
country/country.00076.wav,country,145.44,train
country/country.00077.wav,country,182.04,train
country/country.00078.wav,country,68.39,train
country/country.00079.wav,country,82.39,train
country/country.00080.wav,country,195.29,train
country/country.00081.wav,country,180.26,train
country/country.00082.wav,country,233.85,train
country/country.00083.wav,country,73.01,train
country/country.00084.wav,country,173.39,train
country/country.00085.wav,country,72.96,train
country/country.00086.wav,country,236.95,train
country/country.00087.wav,country,72.36,train
country/country.00088.wav,country,105.41,train
country/country.00089.wav,country,73.22,train
country/country.00090.wav,country,134.89,train
country/country.00091.wav,country,38.44,train
country/country.00092.wav,country,164.55,train
country/country.00093.wav,country,86.22,train
country/country.00094.wav,country,114.02,train
country/country.00095.wav,country,90.05,train
country/country.00096.wav,country,115.28,train
country/country.00097.wav,country,37.72,train
country/country.00098.wav,country,119.15,train
country/country.00099.wav,country,146.88,train
disco/disco.00000.wav,disco,115.05,valid
disco/disco.00001.wav,disco,233.84,test
disco/disco.00002.wav,disco,227.45,valid
disco/disco.00003.wav,disco,126.42,valid
disco/disco.00004.wav,disco,120.94,valid
disco/disco.00005.wav,disco,108.37,train
disco/disco.00006.wav,disco,123.83,valid
disco/disco.00007.wav,disco,129.31,valid
disco/disco.00008.wav,disco,121.49,valid
disco/disco.00009.wav,disco,129.1,valid
disco/disco.00010.wav,disco,106.98,valid
disco/disco.00011.wav,disco,94.03,valid
disco/disco.00012.wav,disco,112.27,valid
disco/disco.00013.wav,disco,89.46,valid
disco/disco.00014.wav,disco,103.4,valid
disco/disco.00015.wav,disco,121.09,train
disco/disco.00016.wav,disco,122.71,train
disco/disco.00017.wav,disco,123.62,train
disco/disco.00018.wav,disco,124.1,train
disco/disco.00019.wav,disco,117.41,train
disco/disco.00020.wav,disco,80.54,train
disco/disco.00021.wav,disco,109.69,test
disco/disco.00022.wav,disco,120.16,train
disco/disco.00023.wav,disco,114.58,train
disco/disco.00024.wav,disco,127.86,train
disco/disco.00025.wav,disco,124.09,train
disco/disco.00026.wav,disco,119.51,train
disco/disco.00027.wav,disco,111.25,train
disco/disco.00028.wav,disco,121.85,train
disco/disco.00029.wav,disco,104.94,train
disco/disco.00030.wav,disco,136.3,train
disco/disco.00031.wav,disco,123.78,train
disco/disco.00032.wav,disco,111.6,train
disco/disco.00033.wav,disco,127.24,train
disco/disco.00034.wav,disco,130.68,train
disco/disco.00035.wav,disco,121.74,train
disco/disco.00036.wav,disco,135.82,train
disco/disco.00037.wav,disco,130.51,train
disco/disco.00038.wav,disco,123.23,nan
disco/disco.00039.wav,disco,111.05,train
disco/disco.00040.wav,disco,138.03,train
disco/disco.00041.wav,disco,53.17,train
disco/disco.00042.wav,disco,105.2,train
disco/disco.00043.wav,disco,127.71,train
disco/disco.00044.wav,disco,123.15,train
disco/disco.00045.wav,disco,122.93,train
disco/disco.00046.wav,disco,120.47,valid
disco/disco.00047.wav,disco,50.42,train
disco/disco.00048.wav,disco,101.36,valid
disco/disco.00049.wav,disco,119.34,train
disco/disco.00050.wav,disco,109.48,nan
disco/disco.00051.wav,disco,109.48,nan
disco/disco.00052.wav,disco,125.92,valid
disco/disco.00053.wav,disco,139.23,train
disco/disco.00054.wav,disco,113.88,train
disco/disco.00055.wav,disco,129.94,nan
disco/disco.00056.wav,disco,88.26,train
disco/disco.00057.wav,disco,118.18,train
disco/disco.00058.wav,disco,131.54,test
disco/disco.00059.wav,disco,125.14,train
disco/disco.00060.wav,disco,129.64,nan
disco/disco.00061.wav,disco,125.78,train
disco/disco.00062.wav,disco,109.17,test
disco/disco.00063.wav,disco,130.45,test
disco/disco.00064.wav,disco,122.64,test
disco/disco.00065.wav,disco,131.83,test
disco/disco.00066.wav,disco,133.35,test
disco/disco.00067.wav,disco,100.44,valid
disco/disco.00068.wav,disco,106.97,valid
disco/disco.00069.wav,disco,107.58,test
disco/disco.00070.wav,disco,109.48,train
disco/disco.00071.wav,disco,113.93,nan
disco/disco.00072.wav,disco,136.8,valid
disco/disco.00073.wav,disco,113.92,train
disco/disco.00074.wav,disco,112.08,train
disco/disco.00075.wav,disco,132.63,valid
disco/disco.00076.wav,disco,127.38,test
disco/disco.00077.wav,disco,117.39,test
disco/disco.00078.wav,disco,127.99,test
disco/disco.00079.wav,disco,121.03,test
disco/disco.00080.wav,disco,98.09,test
disco/disco.00081.wav,disco,129.71,test
disco/disco.00082.wav,disco,123.12,test
disco/disco.00083.wav,disco,116.94,test
disco/disco.00084.wav,disco,114.69,test
disco/disco.00085.wav,disco,123.63,test
disco/disco.00086.wav,disco,125.25,test
disco/disco.00087.wav,disco,105.94,test
disco/disco.00088.wav,disco,124.18,test
disco/disco.00089.wav,disco,129.84,train
disco/disco.00090.wav,disco,128.24,valid
disco/disco.00091.wav,disco,100.12,test
disco/disco.00092.wav,disco,115.13,test
disco/disco.00093.wav,disco,110.29,test
disco/disco.00094.wav,disco,138.44,test
disco/disco.00095.wav,disco,121.05,valid
disco/disco.00096.wav,disco,102.33,test
disco/disco.00097.wav,disco,130.35,test
disco/disco.00098.wav,disco,122.37,nan
disco/disco.00099.wav,disco,122.37,test
hiphop/hiphop.00000.wav,hiphop,119.18,test
hiphop/hiphop.00001.wav,hiphop,91.91,nan
hiphop/hiphop.00002.wav,hiphop,99.33,train
hiphop/hiphop.00003.wav,hiphop,94.7,train
hiphop/hiphop.00004.wav,hiphop,96.55,train
hiphop/hiphop.00005.wav,hiphop,142.39,train
hiphop/hiphop.00006.wav,hiphop,99.93,train
hiphop/hiphop.00007.wav,hiphop,120.43,train
hiphop/hiphop.00008.wav,hiphop,84.54,train
hiphop/hiphop.00009.wav,hiphop,103.56,train
hiphop/hiphop.00010.wav,hiphop,97.07,train
hiphop/hiphop.00011.wav,hiphop,100.02,train
hiphop/hiphop.00012.wav,hiphop,99.53,train
hiphop/hiphop.00013.wav,hiphop,101.92,train
hiphop/hiphop.00014.wav,hiphop,133.64,train
hiphop/hiphop.00015.wav,hiphop,98.93,train
hiphop/hiphop.00016.wav,hiphop,100.95,train
hiphop/hiphop.00017.wav,hiphop,97.73,train
hiphop/hiphop.00018.wav,hiphop,104.93,train
hiphop/hiphop.00019.wav,hiphop,100.76,train
hiphop/hiphop.00020.wav,hiphop,117.32,train
hiphop/hiphop.00021.wav,hiphop,100.97,train
hiphop/hiphop.00022.wav,hiphop,101.01,train
hiphop/hiphop.00023.wav,hiphop,95.91,train
hiphop/hiphop.00024.wav,hiphop,101.74,train
hiphop/hiphop.00025.wav,hiphop,105.79,train
hiphop/hiphop.00026.wav,hiphop,102.38,test
hiphop/hiphop.00027.wav,hiphop,90.87,test
hiphop/hiphop.00028.wav,hiphop,89.35,train
hiphop/hiphop.00029.wav,hiphop,93.06,train
hiphop/hiphop.00030.wav,hiphop,179.12,test
hiphop/hiphop.00031.wav,hiphop,99.92,train
hiphop/hiphop.00032.wav,hiphop,100.51,train
hiphop/hiphop.00033.wav,hiphop,97.04,train
hiphop/hiphop.00034.wav,hiphop,98.74,train
hiphop/hiphop.00035.wav,hiphop,83.95,train
hiphop/hiphop.00036.wav,hiphop,116.26,train
hiphop/hiphop.00037.wav,hiphop,71.96,train
hiphop/hiphop.00038.wav,hiphop,91.55,train
hiphop/hiphop.00039.wav,hiphop,95.05,nan
hiphop/hiphop.00040.wav,hiphop,79.66,test
hiphop/hiphop.00041.wav,hiphop,92.05,train
hiphop/hiphop.00042.wav,hiphop,91.1,train
hiphop/hiphop.00043.wav,hiphop,89.96,test
hiphop/hiphop.00044.wav,hiphop,118.29,test
hiphop/hiphop.00045.wav,hiphop,95.05,test
hiphop/hiphop.00046.wav,hiphop,96.83,nan
hiphop/hiphop.00047.wav,hiphop,97.58,nan
hiphop/hiphop.00048.wav,hiphop,96.81,nan
hiphop/hiphop.00049.wav,hiphop,101.94,nan
hiphop/hiphop.00050.wav,hiphop,99.86,nan
hiphop/hiphop.00051.wav,hiphop,104.77,test
hiphop/hiphop.00052.wav,hiphop,104.96,test
hiphop/hiphop.00053.wav,hiphop,108.12,test
hiphop/hiphop.00054.wav,hiphop,112.26,test
hiphop/hiphop.00055.wav,hiphop,82.02,train
hiphop/hiphop.00056.wav,hiphop,100.86,train
hiphop/hiphop.00057.wav,hiphop,111.22,train
hiphop/hiphop.00058.wav,hiphop,91.42,train
hiphop/hiphop.00059.wav,hiphop,92.04,train
hiphop/hiphop.00060.wav,hiphop,90.51,train
hiphop/hiphop.00061.wav,hiphop,93.02,train
hiphop/hiphop.00062.wav,hiphop,92.02,test
hiphop/hiphop.00063.wav,hiphop,93.98,test
